TARIH	VALUE
2025-01-02 22:50:00.000	19,30811
2025-01-02 22:55:00.000	19,29465
2025-01-02 23:00:00.000	19,28888
2025-01-02 23:05:00.000	19,29852
2025-01-02 23:10:00.000	19,29657
2025-01-02 23:15:00.000	19,29276
2025-01-02 23:20:00.000	19,29657
2025-01-02 23:25:00.000	19,29852
2025-01-02 23:30:00.000	19,29657
2025-01-02 23:35:00.000	19,29276
2025-01-02 23:40:00.000	19,29657
2025-01-02 23:45:00.000	19,28506
2025-01-02 23:50:00.000	19,28888
2025-01-02 23:55:00.000	19,28506
2025-01-03 00:00:00.000	19,28506
2025-01-03 00:05:00.000	19,28116
2025-01-03 00:10:00.000	19,27734
2025-01-03 00:15:00.000	19,27347
2025-01-03 00:20:00.000	19,26965
2025-01-03 00:25:00.000	19,27924
2025-01-03 00:30:00.000	19,26001
2025-01-03 00:35:00.000	19,25809
2025-01-03 00:40:00.000	19,25809
2025-01-03 00:45:00.000	19,27155
2025-01-03 00:50:00.000	19,25616
2025-01-03 00:55:00.000	19,27347
2025-01-03 01:00:00.000	19,26965
2025-01-03 01:05:00.000	19,26389
2025-01-03 01:10:00.000	19,24655
2025-01-03 01:15:00.000	19,23883
2025-01-03 01:20:00.000	19,23691
2025-01-03 01:25:00.000	19,24271
2025-01-03 01:30:00.000	19,24271
2025-01-03 01:35:00.000	19,22348
2025-01-03 01:40:00.000	19,2196
2025-01-03 01:45:00.000	19,21765
2025-01-03 01:50:00.000	19,20419
2025-01-03 01:55:00.000	19,21384
2025-01-03 02:00:00.000	19,20996
2025-01-03 02:05:00.000	19,20996
2025-01-03 02:10:00.000	19,19653
2025-01-03 02:15:00.000	19,18686
2025-01-03 02:20:00.000	19,19266
2025-01-03 02:25:00.000	19,18109
2025-01-03 02:30:00.000	19,18881
2025-01-03 02:35:00.000	19,17917
2025-01-03 02:40:00.000	19,17145
2025-01-03 02:45:00.000	19,16953
2025-01-03 02:50:00.000	19,16376
2025-01-03 02:55:00.000	19,14838
2025-01-03 03:00:00.000	19,15222
2025-01-03 03:05:00.000	19,14261
2025-01-03 03:10:00.000	19,1272
